t_s,strategy,phase,temp_c,sm_clk_mhz,power_w,work_done
0.0,B,run,55,1297,60.5,0
0.1,B,run,56,1297,260.9,0
0.21,B,run,59,1290,272.7,8
0.31,B,run,60,1267,271.2,16
0.41,B,run,61,1297,253.9,24
0.52,B,run,62,1290,272.5,32
0.62,B,run,63,1290,273.4,40
0.72,B,run,64,1290,270.0,52
0.83,B,run,64,1297,232.8,60
0.93,B,run,65,1290,254.2,68
1.04,B,run,65,1297,265.6,72
1.15,B,run,65,1297,244.2,84
1.32,B,run,67,1320,276.7,92
1.42,B,run,67,1275,273.7,100
1.53,B,run,68,1267,275.7,112
1.63,B,run,69,1252,243.3,120
1.73,B,run,69,1267,217.7,128
1.84,B,run,69,1267,269.9,136
1.94,B,run,70,1260,271.6,144
2.05,B,run,70,1267,270.1,152
2.16,B,run,71,1275,271.2,160
2.27,B,run,71,1297,270.7,168
2.37,B,run,72,1267,270.9,176
2.47,B,run,72,1297,266.6,184
2.58,B,run,72,1282,269.2,192
2.68,B,run,73,1297,264.2,200
2.78,B,run,73,1290,264.3,208
2.88,B,run,74,1312,279.2,216
2.99,B,run,74,1312,236.0,228
3.17,B,run,74,1267,272.2,236
3.27,B,run,75,1290,269.4,244
3.37,B,run,75,1305,208.6,256
3.5,B,run,75,1297,273.1,260
3.6,B,run,76,1275,239.8,272
3.71,B,run,76,1275,237.7,280
3.81,B,run,77,1275,243.2,288
3.91,B,run,76,1297,264.7,292
4.01,B,run,77,1267,270.0,300
4.12,B,run,77,1297,190.1,312
4.23,B,run,78,1290,243.9,320
4.34,B,run,78,1282,243.5,328
4.44,B,run,78,1297,267.6,332
4.54,B,run,78,1282,243.3,344
4.65,B,run,78,1297,261.2,352
4.81,B,run,79,1267,273.2,360
4.92,B,run,79,1282,273.5,372
5.03,B,run,79,1267,269.6,380
5.14,B,run,80,1290,268.0,388
5.24,B,run,80,1275,268.1,396
5.35,B,run,80,1290,268.9,404
5.45,B,run,80,1267,268.0,412
5.55,B,run,80,1290,270.3,420
5.66,B,run,81,1267,271.0,428
5.77,B,run,81,1290,270.2,436
5.88,B,run,81,1282,270.6,444
5.98,B,run,82,1290,272.3,452
6.08,B,cool,81,1297,127.2,460
6.19,B,cool,81,1342,258.1,464
6.29,B,cool,81,1417,133.2,472
6.4,B,cool,80,1372,255.5,476
6.5,B,cool,81,1372,145.7,484
6.6,B,cool,80,1485,247.0,488
6.71,B,cool,81,1387,185.1,496
6.81,B,cool,80,1395,239.4,500
6.91,B,cool,81,1342,215.2,508
7.02,B,cool,81,1342,194.4,512
7.12,B,cool,81,1455,270.8,516
7.23,B,cool,81,1417,150.4,524
7.33,B,cool,81,1410,265.8,528
7.43,B,cool,81,1342,138.6,536
7.54,B,cool,81,1342,262.6,540
7.65,B,cool,82,1402,126.9,548
7.75,B,cool,80,1372,97.0,552
7.85,B,cool,81,1417,109.3,556
7.95,B,cool,81,1387,123.9,560
8.06,B,cool,81,1342,149.8,564
8.16,B,cool,80,1297,192.4,568
8.26,B,cool,80,1297,261.8,568
8.37,B,cool,80,1297,259.3,572
8.47,B,cool,80,1297,257.9,576
8.58,B,cool,79,1297,247.0,580
8.68,B,cool,79,1410,238.2,584
8.78,B,cool,79,1357,212.0,588
8.89,B,cool,79,1342,158.9,592
8.99,B,cool,79,1312,117.3,596
9.1,B,cool,78,1297,76.7,600
9.2,B,cool,79,1297,77.0,604
9.3,B,cool,78,1395,82.7,608
9.41,B,cool,79,1297,188.8,612
9.51,B,cool,79,1297,241.0,616
9.61,B,cool,80,1297,257.2,620
9.72,B,cool,80,1297,265.5,628
9.82,B,cool,80,1342,153.8,632
9.92,B,cool,80,1342,103.2,636
10.03,B,cool,79,1335,93.7,640
10.13,B,cool,79,1297,202.7,644
10.23,B,cool,80,1327,246.6,648
10.34,B,cool,80,1425,266.8,652
10.44,B,cool,80,1342,219.2,660
10.54,B,cool,81,1372,138.3,664
10.64,B,cool,81,1432,94.0,668
10.75,B,cool,80,1357,151.9,672
10.85,B,cool,80,1327,215.0,676
10.96,B,cool,80,1297,247.7,680
11.06,B,cool,80,1297,255.0,684
11.16,B,cool,81,1455,211.2,692
11.27,B,cool,81,1297,139.9,696
11.38,B,cool,80,1372,101.8,700
11.48,B,cool,80,1327,134.0,704
11.59,B,cool,80,1410,222.4,708
11.69,B,cool,80,1440,262.8,712
11.8,B,cool,81,1342,266.4,716
11.9,B,cool,81,1312,166.3,724
12.01,B,cool,81,1312,110.6,728
12.11,B,cool,81,1297,86.4,732
12.22,B,cool,80,1297,199.3,736
12.32,B,cool,80,1297,246.0,740
12.42,B,cool,81,1327,259.6,744
12.53,B,cool,81,1357,262.8,752
12.63,B,cool,81,1297,149.4,756
12.73,B,cool,81,1312,103.9,760
12.84,B,cool,81,1312,88.4,764
12.94,B,cool,80,1387,144.1,768
13.04,B,cool,80,1425,227.5,772
13.15,B,cool,81,1387,263.2,776
13.25,B,cool,82,1327,211.9,784
13.36,B,cool,81,1342,266.5,784
13.47,B,cool,80,1312,265.0,788
13.58,B,cool,81,1342,259.2,792
13.68,B,cool,81,1312,249.1,796
13.78,B,cool,80,1342,221.7,800
13.89,B,cool,80,1305,184.6,804
13.99,B,cool,80,1297,77.6,808
14.09,B,cool,80,1297,76.7,812
14.19,B,cool,80,1297,79.6,816
14.3,B,cool,81,1297,82.2,820
14.4,B,cool,80,1297,86.8,824
14.51,B,cool,81,1297,102.5,828
14.61,B,cool,81,1297,125.4,832
14.72,B,cool,81,1320,144.5,836
14.82,B,cool,81,1312,259.1,840
14.92,B,cool,80,1312,262.2,840
15.03,B,cool,81,1297,255.9,844
15.13,B,cool,80,1297,230.4,848
15.23,B,cool,80,1297,203.8,852
15.34,B,cool,80,1297,137.5,856
15.44,B,cool,80,1297,75.7,860
15.54,B,cool,80,1297,77.5,864
15.64,B,cool,80,1297,83.3,868
15.75,B,cool,80,1297,91.4,872
15.85,B,cool,81,1297,103.1,876
15.95,B,cool,80,1282,123.6,880
16.06,B,cool,81,1282,160.4,884
16.16,B,cool,81,1372,267.6,888
16.26,B,cool,81,1365,268.1,888
16.37,B,cool,80,1297,258.3,892
16.47,B,cool,81,1365,251.7,896
16.57,B,cool,80,1312,237.7,900
16.68,B,cool,80,1297,214.3,904
16.78,B,cool,80,1297,154.1,908
16.88,B,cool,80,1297,153.8,912
16.99,B,cool,80,1297,75.6,916
17.1,B,cool,80,1297,78.5,920
17.2,B,cool,80,1297,81.8,924
17.3,B,cool,80,1297,87.0,928
17.41,B,cool,81,1297,95.2,932
17.51,B,cool,81,1297,109.8,936
17.62,B,cool,81,1252,120.7,940
17.72,B,cool,81,1252,154.7,944
17.83,B,cool,81,1275,213.5,948
17.93,B,cool,81,1297,263.2,948
18.03,B,cool,81,1402,270.6,952
18.14,B,cool,81,1485,269.0,956
18.26,B,cool,81,1387,266.3,960
18.36,B,cool,81,1447,262.0,964
18.46,B,cool,80,1387,248.5,968
18.57,B,cool,81,1327,228.9,972
18.67,B,cool,80,1312,77.8,976
18.77,B,cool,80,1297,83.1,980
18.87,B,cool,81,1282,145.5,984
18.98,B,cool,80,1297,254.6,984
19.08,B,cool,80,1297,187.9,988
19.19,B,cool,80,1297,74.7,992
19.29,B,cool,80,1297,83.3,996
19.4,B,cool,81,1297,144.9,1000
19.5,B,cool,81,1297,260.3,1000
19.6,B,cool,80,1297,187.0,1004
19.71,B,cool,80,1297,74.8,1008
19.81,B,cool,81,1297,86.9,1012
19.91,B,cool,81,1282,157.2,1016
20.02,B,cool,80,1372,221.9,1020
20.14,B,cool,79,1327,241.1,1020
20.24,B,cool,80,1312,74.3,1024
20.35,B,cool,80,1297,78.0,1028
20.45,B,cool,80,1297,108.5,1032
20.55,B,cool,81,1395,239.4,1036
20.66,B,cool,80,1327,240.1,1036
20.77,B,cool,80,1297,73.3,1040
20.87,B,cool,80,1297,77.7,1044
20.97,B,cool,81,1282,116.6,1048
21.08,B,cool,81,1297,242.0,1052
21.19,B,cool,79,1297,212.1,1052
21.29,B,cool,79,1297,74.0,1056
21.39,B,cool,80,1297,81.6,1060
21.5,B,cool,81,1282,133.5,1064
21.6,B,cool,80,1297,257.8,1064
21.71,B,cool,80,1297,184.7,1068
21.81,B,cool,80,1297,74.8,1072
21.91,B,cool,81,1297,91.5,1076
22.02,B,cool,81,1282,216.0,1080
22.12,B,cool,79,1297,240.1,1080
22.22,B,cool,79,1297,73.3,1084
22.32,B,cool,80,1312,78.5,1088
22.43,B,cool,80,1395,103.9,1092
22.53,B,cool,81,1380,269.3,1096
22.64,B,cool,80,1380,252.1,1096
22.75,B,cool,80,1342,76.9,1100
22.85,B,cool,80,1312,79.9,1104
22.95,B,cool,81,1297,106.8,1108
23.05,B,cool,81,1297,222.0,1112
23.16,B,cool,79,1297,241.2,1112
23.27,B,cool,80,1297,75.0,1116
23.37,B,cool,80,1297,79.6,1120
23.47,B,cool,80,1312,120.3,1124
23.58,B,cool,81,1312,263.1,1124
23.68,B,cool,80,1297,209.3,1128
23.78,B,cool,80,1297,75.9,1132
23.88,B,cool,81,1297,81.3,1136
23.99,B,cool,81,1335,119.5,1140
24.1,B,cool,81,1327,266.7,1140
24.2,B,cool,80,1327,232.6,1144
24.31,B,cool,80,1297,76.5,1148
24.41,B,cool,80,1297,79.2,1152
24.51,B,cool,81,1342,125.5,1156
24.62,B,cool,81,1342,262.8,1156
24.72,B,cool,80,1312,204.4,1160
24.82,B,cool,80,1297,77.4,1164
24.92,B,cool,81,1297,82.7,1168
25.03,B,cool,81,1297,118.2,1172
25.14,B,cool,81,1297,260.0,1172
25.24,B,cool,80,1297,125.0,1176
25.34,B,cool,80,1297,79.8,1180
25.45,B,cool,80,1282,76.1,1184
25.58,B,cool,81,1282,150.8,1188
25.68,B,cool,80,1297,209.7,1188
25.79,B,cool,80,1297,74.4,1192
25.89,B,cool,81,1297,113.6,1196
25.99,B,cool,81,1297,238.7,1196
26.09,B,cool,80,1297,73.6,1200
26.2,B,cool,80,1297,96.4,1204
26.3,B,cool,80,1297,248.7,1204
26.4,B,cool,80,1297,73.7,1208
26.51,B,cool,80,1297,85.4,1212
26.61,B,cool,80,1297,260.5,1212
26.72,B,cool,79,1297,73.9,1216
26.82,B,cool,80,1297,82.6,1220
26.92,B,cool,81,1297,263.2,1220
27.03,B,cool,79,1297,81.0,1224
27.13,B,cool,80,1297,78.4,1228
27.23,B,cool,81,1282,149.9,1232
27.34,B,cool,79,1297,201.9,1232
27.45,B,cool,80,1297,76.2,1236
27.55,B,cool,81,1297,108.8,1240
27.66,B,cool,79,1297,245.0,1240
27.76,B,cool,79,1297,75.6,1244
27.86,B,cool,81,1297,100.7,1248
27.97,B,cool,81,1297,247.7,1248
28.07,B,cool,80,1297,76.8,1252
28.17,B,cool,81,1297,88.3,1256
28.27,B,cool,81,1297,261.5,1256
28.38,B,cool,79,1297,76.2,1260
28.49,B,cool,80,1297,78.2,1264
28.59,B,cool,80,1297,242.9,1268
28.69,B,cool,79,1297,131.1,1268
28.8,B,cool,80,1297,75.5,1272
28.9,B,cool,81,1297,122.3,1276
29.01,B,cool,79,1297,229.2,1276
29.11,B,cool,80,1305,74.5,1280
29.21,B,cool,81,1297,100.2,1284
29.32,B,cool,80,1297,247.2,1284
29.42,B,cool,80,1297,73.8,1288
29.53,B,cool,80,1297,86.8,1292
29.63,B,cool,80,1297,259.6,1292
29.73,B,cool,79,1297,73.9,1296
29.84,B,cool,80,1297,82.0,1300
29.94,B,cool,81,1297,264.6,1300
30.04,B,cool,79,1297,84.8,1304
30.15,B,cool,80,1297,78.6,1308
30.25,B,cool,81,1297,193.5,1312
30.35,B,cool,79,1297,175.7,1312
30.46,B,cool,80,1297,77.0,1316
30.56,B,cool,81,1275,141.2,1320
30.66,B,cool,80,1297,215.1,1320
30.77,B,cool,80,1297,76.0,1324
30.87,B,cool,80,1297,97.5,1328
30.98,B,cool,80,1297,249.6,1328
31.08,B,cool,80,1297,75.4,1332
31.18,B,cool,80,1297,87.7,1336
31.29,B,cool,80,1297,264.8,1336
31.4,B,cool,80,1297,75.0,1340
31.5,B,cool,80,1297,78.4,1344
31.6,B,cool,81,1290,239.4,1348
31.71,B,cool,80,1297,129.7,1348
31.81,B,cool,80,1297,75.7,1352
31.91,B,cool,81,1297,140.7,1356
32.02,B,cool,80,1297,215.8,1356
32.12,B,cool,80,1297,74.2,1360
32.23,B,cool,81,1297,106.2,1364
32.33,B,cool,80,1297,258.7,1364
32.44,B,cool,80,1297,74.3,1368
32.55,B,cool,81,1297,83.5,1372
32.65,B,cool,81,1297,262.3,1372
32.75,B,cool,80,1297,74.2,1376
32.85,B,cool,80,1297,79.5,1380
32.96,B,cool,81,1297,188.5,1384
33.07,B,cool,80,1297,179.2,1384
33.17,B,cool,80,1297,78.8,1388
33.27,B,cool,81,1282,134.9,1392
33.37,B,cool,80,1297,240.7,1392
33.48,B,cool,80,1327,78.3,1396
33.59,B,cool,81,1297,95.2,1400
33.69,B,cool,81,1297,253.1,1400
33.79,B,cool,80,1297,75.5,1404
33.9,B,cool,80,1297,85.7,1408
34.0,B,cool,81,1297,264.8,1408
34.11,B,cool,80,1297,75.1,1412
34.21,B,cool,80,1297,78.7,1416
34.31,B,cool,82,1290,240.9,1420
34.42,B,cool,80,1297,75.0,1420
34.52,B,cool,80,1297,81.2,1424
34.63,B,cool,80,1297,243.6,1424
34.73,B,cool,80,1297,73.6,1428
34.84,B,cool,81,1275,154.5,1432
34.94,B,cool,80,1297,72.8,1432
35.04,B,cool,80,1297,79.2,1436
35.15,B,cool,80,1297,259.8,1436
35.25,B,cool,80,1297,74.3,1440
35.36,B,cool,81,1297,109.2,1444
35.46,B,cool,79,1297,130.7,1444
35.56,B,cool,80,1297,77.3,1448
35.67,B,cool,81,1297,265.0,1448
35.78,B,cool,80,1297,74.9,1452
35.88,B,cool,80,1297,95.8,1456
35.98,B,cool,79,1297,187.7,1456
36.08,B,cool,80,1297,77.3,1460
36.19,B,cool,81,1297,228.2,1464
36.3,B,cool,79,1297,74.8,1464
36.4,B,cool,81,1297,96.3,1468
36.5,B,cool,80,1297,188.9,1468
36.61,B,cool,80,1297,75.0,1472
36.71,B,cool,80,1297,215.6,1476
36.82,B,cool,79,1297,74.8,1476
36.92,B,cool,80,1297,95.1,1480
37.02,B,cool,79,1297,190.5,1480
37.13,B,cool,80,1297,74.8,1484
37.23,B,cool,81,1297,213.1,1488
37.34,B,cool,79,1297,72.8,1488
37.44,B,cool,81,1297,94.1,1492
37.55,B,cool,80,1297,202.4,1492
37.65,B,cool,80,1297,75.2,1496
37.76,B,cool,80,1297,213.4,1500
37.86,B,cool,79,1297,73.1,1500
37.97,B,cool,81,1297,96.3,1504
38.07,B,cool,79,1297,188.4,1504
38.17,B,cool,80,1297,76.5,1508
38.28,B,cool,81,1297,206.5,1512
38.39,B,cool,80,1297,74.0,1512
38.49,B,cool,80,1297,95.8,1516
38.59,B,cool,79,1297,189.2,1516
38.7,B,cool,80,1297,77.5,1520
38.8,B,cool,81,1297,227.7,1524
38.91,B,cool,79,1297,74.8,1524
39.01,B,cool,81,1297,95.7,1528
39.11,B,cool,79,1297,188.4,1528
39.22,B,cool,80,1297,78.5,1532
39.32,B,cool,81,1297,214.3,1536
39.43,B,cool,80,1297,74.9,1536
39.53,B,cool,80,1297,95.9,1540
39.63,B,cool,79,1297,188.0,1540
39.74,B,cool,80,1297,78.5,1544
39.84,B,cool,81,1297,214.7,1548
39.95,B,cool,79,1297,72.8,1548
40.05,B,cool,81,1297,96.1,1552
40.16,B,cool,80,1297,193.5,1552
40.26,B,cool,80,1297,77.7,1556
40.37,B,cool,81,1297,214.6,1560
40.47,B,cool,80,1297,73.2,1560
40.58,B,cool,80,1297,95.9,1564
40.68,B,cool,79,1297,187.1,1564
40.78,B,cool,80,1297,76.7,1568
40.88,B,cool,81,1297,208.0,1572
41.0,B,cool,79,1297,74.0,1572
41.1,B,cool,81,1297,95.6,1576
41.2,B,cool,79,1297,189.3,1576
41.3,B,cool,80,1297,77.8,1580
41.41,B,cool,80,1297,218.4,1584
41.52,B,cool,79,1297,74.9,1584
41.62,B,cool,81,1297,95.8,1588
41.72,B,cool,79,1297,189.2,1588
41.82,B,cool,80,1297,78.5,1592
41.93,B,cool,81,1297,211.3,1596
42.04,B,cool,80,1297,74.9,1596
42.14,B,cool,81,1297,95.6,1600
42.24,B,cool,80,1297,189.8,1600
42.35,B,cool,80,1297,78.6,1604
42.45,B,cool,81,1297,216.0,1608
42.56,B,cool,80,1297,72.9,1608
42.66,B,cool,81,1297,94.8,1612
42.77,B,cool,80,1297,195.5,1612
42.87,B,cool,80,1297,78.0,1616
42.98,B,cool,81,1297,219.8,1620
43.08,B,cool,80,1297,73.4,1620
43.19,B,cool,81,1297,97.4,1624
43.29,B,cool,80,1297,184.3,1624
43.39,B,cool,80,1297,77.0,1628
43.49,B,cool,81,1297,205.5,1632
43.61,B,cool,80,1297,74.2,1632
43.71,B,cool,81,1297,96.1,1636
43.81,B,cool,80,1297,188.4,1636
43.91,B,cool,80,1297,77.5,1640
44.02,B,cool,81,1297,231.4,1644
44.13,B,cool,80,1297,75.1,1644
44.23,B,cool,80,1297,96.0,1648
44.33,B,cool,80,1297,190.9,1648
44.44,B,cool,80,1297,78.7,1652
44.54,B,cool,81,1297,218.0,1656
44.65,B,cool,80,1297,75.1,1656
44.75,B,cool,81,1297,94.8,1660
44.85,B,cool,80,1297,191.6,1660
44.96,B,cool,80,1297,78.7,1664
45.06,B,cool,81,1297,217.4,1668
45.17,B,cool,80,1297,73.1,1668
45.27,B,cool,81,1282,162.3,1672
45.38,B,cool,80,1297,72.9,1672
45.48,B,cool,81,1297,98.0,1676
45.59,B,cool,80,1297,74.7,1676
45.69,B,cool,81,1297,82.0,1680
45.79,B,cool,79,1297,151.2,1680
45.9,B,cool,80,1297,79.1,1684
46.0,B,cool,80,1297,234.9,1684
46.1,B,cool,80,1297,75.8,1688
46.2,B,cool,81,1297,263.0,1688
46.31,B,cool,80,1297,75.1,1692
46.42,B,cool,81,1282,162.2,1696
46.52,B,cool,80,1297,74.1,1696
46.62,B,cool,80,1297,103.5,1700
46.73,B,cool,79,1297,76.1,1700
46.83,B,cool,81,1297,80.8,1704
46.94,B,cool,79,1297,156.1,1704
47.04,B,cool,80,1297,75.7,1708
47.14,B,cool,80,1297,233.5,1708
47.24,B,cool,80,1297,73.9,1712
47.35,B,cool,81,1297,261.8,1712
47.46,B,cool,80,1297,75.2,1716
47.56,B,cool,81,1282,166.1,1720
47.66,B,cool,80,1297,74.9,1720
47.77,B,cool,81,1297,104.8,1724
47.87,B,cool,80,1297,76.1,1724
47.97,B,cool,80,1297,81.2,1728
48.08,B,cool,79,1297,149.2,1728
48.18,B,cool,80,1297,75.7,1732
48.29,B,cool,80,1297,238.9,1732
48.39,B,cool,80,1297,74.5,1736
48.49,B,cool,81,1297,263.9,1736
48.6,B,cool,80,1297,74.1,1740
48.71,B,cool,81,1282,164.5,1744
48.81,B,cool,79,1297,73.4,1744
48.91,B,cool,81,1297,101.5,1748
49.02,B,cool,80,1297,72.8,1748
49.12,B,cool,80,1297,81.1,1752
49.22,B,cool,80,1297,148.4,1752
49.33,B,cool,80,1297,77.9,1756
49.43,B,cool,79,1297,233.7,1756
49.53,B,cool,80,1297,76.0,1760
49.64,B,cool,80,1297,262.5,1760
49.75,B,cool,80,1297,76.6,1764
49.85,B,cool,81,1275,149.5,1768
49.95,B,cool,80,1297,74.9,1768
50.06,B,cool,81,1297,93.8,1772
50.16,B,cool,80,1297,74.8,1772
50.27,B,cool,80,1297,80.1,1776
50.37,B,cool,80,1297,166.7,1776
50.47,B,cool,80,1297,75.4,1780
50.58,B,cool,79,1297,239.5,1780
50.68,B,cool,80,1297,74.0,1784
50.78,B,cool,80,1297,263.5,1784
50.89,B,cool,80,1297,73.1,1788
51.0,B,cool,81,1282,159.4,1792
51.1,B,cool,80,1297,72.9,1792
51.2,B,cool,81,1297,99.0,1796
51.31,B,cool,80,1297,74.8,1796
51.41,B,cool,81,1297,82.3,1800
51.51,B,cool,79,1297,157.8,1800
51.62,B,cool,80,1297,79.1,1804
51.72,B,cool,80,1297,237.0,1804
51.82,B,cool,80,1297,75.8,1808
51.93,B,cool,81,1297,241.9,1812
52.04,B,cool,80,1297,75.1,1812
52.15,B,cool,81,1282,115.8,1816
52.25,B,cool,80,1297,74.3,1816
52.36,B,cool,81,1297,86.1,1820
52.46,B,cool,80,1297,74.1,1820
52.56,B,cool,80,1297,78.1,1824
52.66,B,cool,80,1297,199.0,1824
52.77,B,cool,80,1297,75.0,1828
52.87,B,cool,80,1297,255.3,1828
52.98,B,cool,80,1297,73.5,1832
53.08,B,cool,81,1282,252.0,1836
53.19,B,cool,80,1297,75.2,1836
53.29,B,cool,81,1282,125.3,1840
53.4,B,cool,80,1297,75.1,1840
53.5,B,cool,81,1297,91.2,1844
53.6,B,cool,80,1297,76.4,1844
53.71,B,cool,80,1297,78.9,1848
53.81,B,cool,80,1297,198.6,1848
53.91,B,cool,80,1297,78.2,1852
54.02,B,cool,80,1297,254.9,1852
54.12,B,cool,80,1297,75.5,1856
54.23,B,cool,81,1297,267.1,1860
54.33,B,cool,80,1297,77.0,1860
54.43,B,cool,82,1282,137.3,1864
54.53,B,cool,80,1297,73.6,1864
54.64,B,cool,81,1297,143.4,1868
54.74,B,cool,80,1297,76.6,1868
54.85,B,cool,81,1282,156.7,1872
54.95,B,cool,80,1297,74.4,1872
55.05,B,cool,81,1282,155.7,1876
55.16,B,cool,80,1297,75.2,1876
55.26,B,cool,81,1282,153.5,1880
55.37,B,cool,80,1297,75.1,1880
55.48,B,cool,81,1282,185.0,1884
55.58,B,cool,80,1297,75.2,1884
55.68,B,cool,81,1297,179.1,1888
55.79,B,cool,80,1297,75.2,1888
55.89,B,cool,81,1282,224.5,1892
56.0,B,cool,80,1297,75.3,1892
56.1,B,cool,81,1297,193.6,1896
56.21,B,cool,80,1297,73.2,1896
56.32,B,cool,81,1297,259.1,1896
56.42,B,cool,80,1297,74.0,1900
56.52,B,cool,79,1297,224.3,1900
56.63,B,cool,80,1297,77.4,1904
56.73,B,cool,80,1297,76.2,1904
56.83,B,cool,81,1297,80.9,1908
56.94,B,cool,80,1297,74.7,1908
57.04,B,cool,81,1297,109.3,1912
57.14,B,cool,80,1297,76.4,1912
57.25,B,cool,81,1297,216.8,1916
57.35,B,cool,80,1297,75.1,1916
57.46,B,cool,79,1297,221.6,1916
57.56,B,cool,80,1297,76.4,1920
57.66,B,cool,79,1297,74.6,1920
57.77,B,cool,80,1297,83.1,1924
57.87,B,cool,80,1297,76.1,1924
57.97,B,cool,80,1297,104.4,1928
58.08,B,cool,80,1297,74.8,1928
58.18,B,cool,81,1297,265.6,1932
58.28,B,cool,80,1297,76.6,1932
58.39,B,cool,79,1297,252.6,1932
58.5,B,cool,80,1297,73.4,1936
58.6,B,cool,79,1297,158.8,1936
58.7,B,cool,80,1297,77.1,1940
58.81,B,cool,79,1297,75.3,1940
58.91,B,cool,80,1297,85.2,1944
59.01,B,cool,79,1297,74.7,1944
59.12,B,cool,81,1297,134.2,1948
59.22,B,cool,80,1297,76.2,1948
59.33,B,cool,81,1297,262.7,1948
59.43,B,cool,80,1297,73.6,1952
59.54,B,cool,80,1297,232.0,1952
59.64,B,cool,80,1297,75.7,1956
59.74,B,cool,79,1297,74.6,1956
59.84,B,cool,80,1297,79.9,1960
59.95,B,cool,79,1297,74.7,1960
60.05,B,cool,81,1297,105.1,1964
60.15,B,cool,80,1297,76.2,1964
60.26,B,cool,81,1297,202.3,1968
60.36,B,cool,80,1297,74.3,1968
60.47,B,cool,81,1297,250.9,1968
60.57,B,cool,80,1297,75.5,1972
60.67,B,cool,80,1297,149.1,1972
60.78,B,cool,80,1297,75.6,1976
60.88,B,cool,79,1297,72.7,1976
60.98,B,cool,80,1297,85.4,1980
61.09,B,cool,79,1297,74.0,1980
61.19,B,cool,81,1267,151.1,1984
61.29,B,cool,80,1297,74.9,1984
61.4,B,cool,81,1297,264.5,1984
61.51,B,cool,80,1297,75.1,1988
61.61,B,cool,80,1297,223.3,1988
61.71,B,cool,80,1297,74.3,1992
61.82,B,cool,79,1297,73.1,1992
61.92,B,cool,80,1297,78.6,1996
62.02,B,cool,79,1297,74.6,1996
