t_s,strategy,phase,temp_c,sm_clk_mhz,power_w,work_done
62.13,B,cool,81,1297,99.3,2000
62.23,B,cool,79,1297,74.7,2000
62.34,B,cool,81,1290,234.2,2004
62.44,B,cool,80,1297,73.3,2004
62.54,B,cool,80,1297,258.5,2004
62.65,B,cool,80,1297,75.1,2008
62.76,B,cool,79,1297,187.5,2008
62.86,B,cool,80,1297,76.9,2012
62.96,B,cool,79,1297,74.7,2012
63.06,B,cool,81,1297,82.0,2016
63.17,B,cool,79,1297,72.8,2016
63.27,B,cool,81,1297,124.0,2020
63.38,B,cool,79,1297,75.6,2020
63.48,B,cool,80,1297,262.7,2020
63.58,B,cool,80,1297,75.2,2024
63.68,B,cool,79,1297,224.0,2024
63.79,B,cool,80,1297,76.3,2028
63.89,B,cool,79,1297,74.6,2028
63.99,B,cool,81,1297,80.5,2032
64.1,B,cool,79,1297,73.1,2032
64.2,B,cool,81,1297,112.9,2036
64.3,B,cool,80,1297,74.9,2036
64.41,B,cool,81,1297,264.1,2036
64.51,B,cool,80,1297,75.2,2040
64.61,B,cool,80,1297,239.9,2040
64.72,B,cool,80,1297,74.0,2044
64.82,B,cool,79,1297,73.3,2044
64.92,B,cool,80,1297,78.2,2048
65.03,B,cool,79,1297,74.7,2048
65.13,B,cool,81,1297,101.9,2052
65.23,B,cool,79,1297,74.8,2052
65.34,B,cool,81,1297,185.5,2056
65.45,B,cool,80,1297,73.1,2056
65.55,B,cool,80,1297,254.0,2056
65.65,B,cool,80,1297,74.4,2060
65.75,B,cool,79,1297,181.3,2060
65.86,B,cool,80,1297,76.8,2064
65.96,B,cool,79,1297,74.7,2064
66.07,B,cool,80,1297,83.8,2068
66.17,B,cool,79,1297,72.8,2068
66.27,B,cool,81,1267,135.3,2072
66.37,B,cool,80,1297,73.4,2072
66.48,B,cool,80,1297,264.9,2072
66.59,B,cool,80,1297,75.2,2076
66.69,B,cool,80,1297,223.0,2076
66.79,B,cool,80,1297,74.3,2080
66.9,B,cool,79,1297,72.8,2080
67.0,B,cool,80,1297,78.3,2084
67.11,B,cool,79,1297,73.2,2084
67.21,B,cool,81,1297,98.2,2088
67.31,B,cool,80,1297,74.9,2088
67.42,B,cool,81,1290,235.7,2092
67.52,B,cool,80,1297,75.1,2092
67.62,B,cool,81,1297,255.6,2092
67.73,B,cool,80,1297,73.4,2096
67.84,B,cool,79,1297,183.5,2096
67.94,B,cool,80,1297,75.2,2100
68.04,B,cool,79,1297,74.1,2100
68.14,B,cool,81,1297,83.5,2104
68.25,B,cool,80,1297,74.9,2104
68.36,B,cool,81,1297,122.8,2108
68.46,B,cool,80,1297,76.5,2108
68.56,B,cool,81,1297,263.2,2108
68.66,B,cool,80,1297,73.6,2112
68.77,B,cool,80,1297,244.5,2112
68.88,B,cool,80,1297,75.7,2116
68.98,B,cool,80,1297,74.8,2116
69.08,B,cool,81,1297,77.6,2120
69.19,B,cool,80,1297,72.9,2120
69.29,B,cool,81,1297,97.3,2124
69.39,B,cool,80,1297,73.5,2124
69.5,B,cool,81,1297,210.0,2128
69.6,B,cool,80,1297,75.1,2128
69.7,B,cool,80,1297,249.0,2128
69.81,B,cool,80,1297,75.7,2132
69.91,B,cool,79,1297,134.8,2132
70.01,B,cool,80,1297,75.7,2136
70.12,B,cool,80,1297,72.9,2136
70.22,B,cool,81,1297,86.8,2140
70.32,B,cool,80,1297,74.3,2140
70.43,B,cool,81,1275,155.3,2144
70.53,B,cool,80,1297,75.1,2144
70.63,B,cool,81,1297,259.4,2144
70.74,B,cool,80,1297,73.5,2148
70.84,B,cool,79,1297,196.7,2148
70.95,B,cool,80,1297,75.1,2152
71.05,B,cool,80,1297,74.1,2152
71.15,B,cool,81,1297,82.9,2156
71.25,B,cool,80,1297,74.9,2156
71.36,B,cool,81,1282,132.4,2160
71.46,B,cool,80,1297,73.1,2160
71.57,B,cool,81,1297,265.1,2160
71.67,B,cool,80,1297,73.5,2164
71.78,B,cool,80,1297,73.3,2164
71.88,B,cool,80,1297,79.4,2168
71.98,B,cool,80,1297,75.0,2168
72.09,B,cool,81,1282,156.4,2172
72.19,B,cool,80,1297,73.6,2172
72.3,B,cool,80,1297,213.8,2172
72.4,B,cool,80,1297,76.6,2176
72.5,B,cool,80,1297,74.9,2176
72.6,B,cool,81,1297,103.8,2180
72.71,B,cool,80,1297,73.5,2180
72.81,B,cool,81,1297,255.7,2180
72.92,B,cool,80,1297,75.7,2184
73.02,B,cool,80,1297,74.7,2184
73.12,B,cool,81,1297,81.7,2188
73.23,B,cool,80,1297,73.5,2188
73.33,B,cool,81,1297,208.4,2192
73.44,B,cool,80,1297,75.9,2192
73.54,B,cool,79,1297,75.5,2192
73.65,B,cool,80,1297,77.9,2196
73.75,B,cool,80,1297,74.1,2196
73.85,B,cool,81,1282,157.1,2200
73.96,B,cool,80,1297,75.2,2200
74.06,B,cool,80,1297,215.2,2200
74.17,B,cool,80,1297,74.7,2204
74.27,B,cool,80,1297,74.1,2204
74.37,B,cool,81,1297,104.6,2208
74.47,B,cool,80,1297,74.9,2208
74.58,B,cool,81,1297,261.6,2208
74.69,B,cool,80,1297,74.1,2212
74.79,B,cool,79,1297,74.1,2212
74.89,B,cool,81,1297,81.4,2216
75.0,B,cool,80,1297,75.0,2216
75.1,B,cool,81,1297,181.4,2220
75.21,B,cool,80,1297,74.4,2220
75.31,B,cool,80,1297,200.6,2220
75.42,B,cool,80,1297,77.0,2224
75.52,B,cool,80,1297,74.9,2224
75.63,B,cool,81,1297,97.2,2228
75.73,B,cool,80,1297,74.3,2228
75.84,B,cool,81,1297,255.4,2228
75.94,B,cool,80,1297,75.7,2232
76.04,B,cool,80,1297,74.8,2232
76.15,B,cool,81,1297,80.3,2236
76.25,B,cool,80,1297,74.2,2236
76.36,B,cool,81,1282,236.2,2240
76.46,B,cool,80,1297,75.3,2240
76.56,B,cool,80,1297,155.8,2240
76.67,B,cool,80,1297,75.8,2244
76.77,B,cool,80,1297,74.2,2244
76.88,B,cool,81,1290,227.5,2248
76.98,B,cool,80,1297,73.2,2248
77.09,B,cool,79,1297,72.8,2248
77.2,B,cool,81,1297,80.7,2252
77.3,B,cool,80,1297,75.7,2252
77.4,B,cool,80,1297,252.6,2252
77.5,B,cool,80,1297,74.5,2256
77.61,B,cool,80,1297,74.0,2256
77.71,B,cool,81,1252,113.4,2260
77.82,B,cool,80,1297,73.0,2260
77.92,B,cool,79,1297,162.0,2260
78.02,B,cool,80,1297,78.3,2264
78.13,B,cool,80,1297,75.6,2264
78.23,B,cool,81,1297,263.3,2264
78.33,B,cool,80,1297,75.1,2268
78.44,B,cool,79,1297,74.7,2268
78.54,B,cool,81,1297,86.6,2272
78.65,B,cool,79,1297,73.5,2272
78.75,B,cool,79,1297,220.3,2272
78.85,B,cool,80,1297,74.5,2276
78.95,B,cool,79,1297,72.8,2276
79.06,B,cool,81,1282,159.7,2280
79.16,B,cool,80,1297,75.8,2280
79.27,B,cool,79,1297,75.4,2280
79.37,B,cool,80,1297,79.5,2284
79.47,B,cool,80,1297,74.1,2284
79.58,B,cool,81,1297,253.6,2284
79.68,B,cool,80,1297,73.6,2288
79.78,B,cool,79,1297,72.8,2288
79.89,B,cool,81,1297,99.6,2292
79.99,B,cool,80,1297,75.7,2292
80.1,B,cool,79,1297,194.4,2292
80.2,B,cool,80,1297,74.9,2296
80.3,B,cool,80,1297,74.1,2296
80.41,B,cool,81,1297,168.1,2300
80.52,B,cool,80,1297,73.1,2300
80.62,B,cool,79,1297,72.7,2300
80.72,B,cool,80,1297,80.9,2304
80.83,B,cool,80,1297,75.5,2304
80.93,B,cool,80,1297,260.5,2304
81.04,B,cool,80,1297,75.3,2308
81.14,B,cool,80,1297,74.7,2308
81.24,B,cool,81,1297,101.0,2312
81.35,B,cool,80,1297,73.5,2312
81.45,B,cool,79,1297,182.6,2312
81.55,B,cool,80,1297,78.2,2316
81.66,B,cool,80,1297,75.7,2316
81.76,B,cool,81,1297,217.6,2320
81.87,B,cool,80,1297,75.3,2320
81.97,B,cool,79,1297,74.8,2320
82.07,B,cool,81,1297,92.2,2324
82.18,B,cool,80,1297,74.2,2324
82.28,B,cool,80,1297,214.8,2324
82.38,B,cool,80,1297,74.3,2328
82.49,B,cool,79,1297,72.8,2328
82.59,B,cool,81,1297,174.4,2332
82.69,B,cool,80,1297,75.2,2332
82.8,B,cool,79,1297,74.8,2332
82.9,B,cool,80,1297,79.6,2336
83.0,B,cool,80,1297,74.1,2336
83.11,B,cool,81,1297,244.1,2336
83.21,B,cool,80,1297,73.7,2340
83.32,B,cool,79,1297,72.9,2340
83.42,B,cool,81,1297,108.0,2344
83.53,B,cool,80,1297,75.1,2344
83.63,B,cool,79,1297,112.5,2344
83.73,B,cool,80,1297,79.8,2348
83.84,B,cool,80,1297,76.4,2348
83.94,B,cool,80,1297,261.8,2348
84.04,B,cool,80,1297,73.4,2352
84.14,B,cool,80,1297,72.9,2352
84.25,B,cool,81,1297,94.6,2356
84.35,B,cool,80,1297,75.0,2356
84.45,B,cool,80,1297,207.6,2356
84.56,B,cool,80,1297,74.8,2360
84.66,B,cool,80,1297,74.2,2360
84.76,B,cool,81,1297,266.3,2364
84.86,B,cool,80,1297,76.8,2364
84.97,B,cool,80,1297,76.3,2364
85.07,B,cool,81,1297,85.9,2368
85.17,B,cool,80,1297,75.1,2368
85.28,B,cool,80,1297,237.3,2368
85.38,B,cool,80,1297,74.3,2372
85.48,B,cool,80,1297,74.3,2372
85.59,B,cool,81,1290,125.4,2376
85.69,B,cool,80,1297,73.1,2376
85.8,B,cool,79,1297,113.7,2376
85.9,B,cool,80,1297,77.7,2380
86.01,B,cool,80,1297,75.0,2380
86.11,B,cool,81,1297,260.6,2380
86.21,B,cool,80,1297,77.0,2384
86.32,B,cool,80,1297,76.2,2384
86.42,B,cool,81,1297,92.0,2388
86.52,B,cool,80,1297,73.1,2388
86.63,B,cool,80,1297,218.0,2388
86.73,B,cool,80,1297,76.0,2392
86.83,B,cool,80,1297,75.0,2392
86.94,B,cool,81,1267,186.5,2396
87.04,B,cool,80,1297,73.8,2396
87.14,B,cool,80,1297,73.4,2396
87.25,B,cool,81,1297,82.7,2400
87.35,B,cool,80,1297,73.0,2400
87.46,B,cool,81,1297,254.5,2400
87.56,B,cool,80,1297,75.6,2404
87.67,B,cool,80,1297,74.9,2404
87.77,B,cool,81,1282,190.8,2408
87.88,B,cool,80,1297,74.5,2408
87.98,B,cool,80,1297,74.2,2408
88.08,B,cool,81,1297,120.2,2412
88.18,B,cool,80,1297,76.5,2412
88.29,B,cool,80,1297,76.3,2412
88.39,B,cool,81,1297,88.6,2416
88.49,B,cool,80,1297,76.6,2416
88.6,B,cool,80,1297,117.6,2416
88.7,B,cool,80,1297,76.9,2420
88.8,B,cool,80,1297,73.0,2420
88.91,B,cool,79,1297,232.6,2420
89.01,B,cool,80,1297,76.3,2424
89.11,B,cool,80,1297,75.0,2424
89.22,B,cool,81,1297,262.7,2424
89.32,B,cool,80,1297,77.0,2428
89.43,B,cool,80,1297,76.3,2428
89.53,B,cool,81,1282,136.9,2432
89.64,B,cool,80,1297,75.2,2432
89.74,B,cool,80,1297,74.9,2432
89.84,B,cool,81,1297,89.8,2436
89.95,B,cool,80,1297,74.4,2436
90.05,B,cool,80,1297,74.1,2436
90.15,B,cool,80,1297,78.1,2440
90.26,B,cool,80,1297,73.5,2440
90.36,B,cool,80,1297,216.1,2440
90.46,B,cool,80,1297,74.8,2444
90.56,B,cool,80,1297,73.0,2444
90.67,B,cool,80,1297,259.9,2444
90.78,B,cool,80,1297,75.6,2448
90.88,B,cool,80,1297,74.8,2448
90.98,B,cool,81,1275,135.7,2452
91.09,B,cool,80,1297,75.2,2452
91.19,B,cool,79,1297,74.7,2452
91.3,B,cool,81,1297,89.8,2456
91.4,B,cool,80,1297,75.1,2456
91.5,B,cool,79,1297,74.8,2456
91.61,B,cool,81,1297,78.3,2460
91.71,B,cool,80,1297,74.3,2460
91.81,B,cool,80,1297,212.9,2460
91.91,B,cool,80,1297,74.9,2464
92.02,B,cool,80,1297,73.5,2464
92.12,B,cool,81,1297,258.3,2464
92.23,B,cool,80,1297,73.7,2468
92.33,B,cool,80,1297,73.1,2468
92.43,B,cool,81,1282,209.9,2472
92.54,B,cool,80,1297,73.2,2472
92.64,B,cool,80,1297,72.9,2472
92.75,B,cool,81,1297,95.9,2476
92.86,B,cool,80,1297,73.0,2476
92.96,B,cool,79,1297,72.9,2476
93.06,B,cool,80,1297,80.0,2480
93.17,B,cool,80,1297,75.7,2480
93.27,B,cool,80,1297,215.6,2480
93.38,B,cool,80,1297,76.8,2484
93.48,B,cool,80,1297,75.0,2484
93.58,B,cool,80,1297,260.3,2484
93.69,B,cool,80,1297,75.6,2488
93.79,B,cool,80,1297,75.0,2488
93.89,B,cool,81,1297,204.6,2492
94.0,B,cool,80,1297,75.3,2492
94.1,B,cool,80,1297,74.9,2492
94.2,B,cool,81,1297,107.4,2496
94.31,B,cool,80,1297,75.1,2496
94.41,B,cool,80,1297,74.8,2496
94.51,B,cool,81,1297,80.6,2500
94.62,B,cool,80,1297,74.4,2500
94.72,A,precool,80,1297,74.2,2500
94.82,A,precool,79,1297,73.9,2500
94.93,A,precool,79,1297,73.9,2500
95.03,A,precool,79,1297,73.7,2500
95.14,A,precool,79,1297,73.6,2500
95.24,A,precool,79,1297,73.6,2500
95.34,A,precool,79,1297,73.3,2500
95.44,A,precool,79,1297,73.4,2500
95.55,A,precool,79,1297,73.3,2500
95.65,A,precool,78,1297,73.3,2500
95.75,A,precool,78,1297,73.1,2500
95.86,A,precool,78,1297,73.1,2500
95.96,A,precool,78,1297,73.1,2500
96.06,A,precool,78,1297,73.0,2500
96.17,A,precool,78,1297,72.9,2500
96.27,A,precool,78,1297,72.9,2500
96.37,A,precool,78,1297,72.8,2500
96.48,A,precool,78,1297,72.8,2500
96.58,A,precool,78,1297,72.7,2500
96.68,A,precool,78,1297,72.6,2500
96.79,A,precool,78,1297,72.5,2500
96.89,A,precool,77,1297,72.5,2500
96.99,A,precool,77,1297,72.4,2500
97.1,A,precool,77,1297,72.4,2500
97.2,A,precool,77,1297,72.4,2500
97.3,A,precool,77,1297,72.4,2500
97.41,A,precool,77,1297,72.2,2500
97.51,A,precool,77,1297,72.2,2500
97.61,A,precool,77,1297,72.1,2500
97.71,A,precool,77,1297,72.2,2500
97.82,A,precool,77,1297,72.1,2500
97.92,A,precool,77,1297,72.1,2500
98.02,A,precool,77,1297,71.9,2500
98.13,A,precool,77,1297,71.9,2500
98.23,A,precool,77,1297,71.9,2500
98.33,A,precool,77,1297,71.9,2500
98.44,A,precool,77,1297,71.9,2500
98.54,A,precool,77,1297,71.9,2500
98.64,A,precool,77,1297,71.9,2500
98.75,A,precool,77,1297,71.8,2500
98.85,A,precool,77,1297,71.8,2500
98.95,A,precool,77,1297,71.7,2500
99.05,A,precool,76,1297,71.7,2500
99.16,A,precool,76,1297,70.6,2500
99.26,A,precool,76,1297,70.5,2500
99.36,A,precool,76,1297,70.4,2500
99.47,A,precool,76,1297,70.4,2500
99.57,A,precool,76,1297,70.4,2500
99.68,A,precool,76,1297,70.4,2500
99.78,A,precool,76,1297,70.3,2500
99.88,A,precool,76,1297,70.2,2500
99.98,A,precool,76,1297,70.1,2500
100.09,A,precool,76,1297,70.1,2500
100.19,A,precool,76,1297,70.1,2500
100.29,A,precool,76,1297,70.1,2500
100.4,A,precool,76,1297,70.1,2500
100.5,A,precool,76,1297,70.0,2500
100.6,A,precool,76,1297,70.0,2500
100.71,A,precool,76,1297,70.0,2500
100.85,A,precool,76,1297,70.0,2500
100.95,A,precool,76,1297,69.9,2500
101.05,A,precool,76,1297,69.9,2500
101.16,A,precool,76,1297,70.0,2500
101.26,A,precool,76,1297,69.9,2500
101.37,A,precool,76,1297,69.9,2500
101.47,A,precool,76,1297,69.9,2500
101.57,A,precool,76,1297,69.8,2500
101.67,A,precool,76,1297,69.8,2500
101.78,A,precool,75,1297,69.8,2500
101.88,A,precool,75,1297,69.8,2500
101.99,A,precool,75,1297,69.8,2500
102.09,A,precool,75,1297,69.8,2500
102.19,A,precool,75,1297,69.6,2500
102.3,A,precool,75,1297,69.5,2500
102.4,A,precool,75,1297,69.6,2500
102.5,A,precool,75,1297,69.5,2500
102.6,A,precool,75,1297,69.5,2500
102.71,A,precool,75,1297,69.5,2500
102.81,A,precool,75,1297,69.6,2500
102.92,A,precool,75,1297,69.5,2500
103.02,A,precool,75,1297,69.5,2500
103.12,A,precool,75,1297,69.5,2500
103.22,A,precool,75,1297,69.4,2500
103.33,A,precool,75,1297,69.5,2500
103.43,A,precool,75,1297,69.4,2500
103.53,A,precool,75,1297,69.4,2500
103.64,A,precool,75,1297,69.4,2500
103.74,A,precool,75,1297,69.3,2500
103.84,A,precool,75,1297,69.4,2500
103.95,A,precool,75,1297,69.3,2500
104.05,A,precool,75,1297,69.4,2500
104.15,A,precool,75,1297,69.3,2500
104.26,A,precool,75,1297,69.2,2500
104.36,A,precool,75,1297,69.3,2500
104.46,A,precool,75,1297,69.2,2500
104.56,A,precool,75,1297,69.2,2500
104.67,A,precool,75,1297,69.2,2500
104.77,A,precool,75,1297,69.2,2500
104.87,A,precool,75,1297,69.2,2500
104.98,A,precool,75,1297,69.2,2500
105.08,A,precool,75,1297,69.2,2500
105.18,A,precool,75,1297,69.2,2500
105.29,A,precool,75,1297,69.2,2500
105.39,A,precool,75,1297,69.2,2500
105.49,A,precool,75,1297,69.0,2500
105.6,A,precool,75,1297,69.1,2500
105.7,A,precool,75,1297,69.1,2500
105.8,A,precool,75,1297,68.9,2500
105.9,A,precool,75,1297,69.1,2500
106.01,A,precool,75,1297,69.1,2500
106.11,A,precool,75,1297,69.0,2500
106.21,A,precool,75,1297,68.9,2500
106.32,A,precool,75,1297,68.9,2500
106.42,A,precool,75,1297,68.9,2500
106.52,A,precool,74,1297,68.9,2500
106.63,A,precool,74,1297,68.9,2500
106.73,A,precool,74,1297,69.0,2500
106.83,A,precool,74,1297,69.0,2500
106.93,A,precool,74,1297,69.0,2500
107.04,A,precool,74,1297,69.0,2500
107.14,A,precool,74,1297,68.9,2500
107.24,A,precool,74,1297,68.8,2500
107.35,A,precool,74,1297,68.8,2500
107.45,A,precool,74,1297,68.8,2500
107.55,A,precool,74,1297,68.8,2500
107.66,A,precool,74,1297,68.8,2500
107.76,A,precool,74,1297,68.8,2500
107.86,A,precool,74,1297,68.8,2500
107.97,A,precool,74,1297,68.8,2500
108.07,A,precool,74,1297,68.8,2500
108.17,A,precool,74,1297,68.7,2500
108.27,A,precool,74,1297,68.8,2500
108.38,A,precool,74,1297,68.8,2500
108.48,A,precool,74,1297,68.8,2500
108.58,A,precool,74,1297,68.7,2500
108.69,A,precool,74,1297,68.7,2500
108.79,A,precool,74,1297,68.8,2500
108.89,A,precool,74,1297,68.6,2500
109.0,A,precool,74,1297,68.6,2500
109.1,A,precool,74,1297,68.7,2500
109.21,A,precool,74,1297,68.7,2500
109.31,A,precool,74,1297,68.6,2500
109.41,A,precool,74,1297,68.6,2500
109.52,A,precool,74,1297,68.6,2500
109.62,A,precool,74,1297,68.6,2500
109.72,A,precool,74,1297,68.6,2500
109.83,A,precool,74,1297,68.6,2500
109.93,A,precool,74,1297,68.6,2500
110.03,A,precool,74,1297,68.6,2500
110.13,A,precool,74,1297,68.6,2500
110.24,A,precool,74,1297,68.6,2500
110.34,A,precool,74,1297,68.5,2500
110.44,A,precool,74,1297,68.6,2500
110.55,A,precool,74,1297,68.6,2500
110.65,A,precool,74,1297,68.6,2500
110.75,A,precool,74,1297,68.6,2500
110.86,A,precool,74,1297,68.5,2500
110.96,A,precool,74,1297,68.5,2500
111.06,A,precool,74,1297,68.5,2500
111.16,A,precool,74,1297,68.5,2500
111.27,A,precool,74,1297,68.5,2500
111.37,A,precool,74,1297,68.5,2500
111.47,A,precool,74,1297,68.5,2500
111.58,A,precool,74,1297,68.5,2500
111.68,A,precool,74,1297,68.4,2500
111.78,A,precool,74,1297,68.5,2500
111.89,A,precool,74,1297,68.5,2500
111.99,A,precool,74,1297,68.5,2500
112.09,A,precool,74,1297,68.4,2500
112.2,A,precool,74,1297,68.4,2500
112.3,A,precool,74,1297,68.4,2500
112.4,A,precool,74,1297,68.3,2500
112.51,A,precool,74,1297,68.4,2500
112.61,A,precool,74,1297,68.4,2500
112.71,A,precool,74,1297,68.4,2500
112.82,A,precool,74,1297,68.5,2500
112.92,A,precool,74,1297,68.4,2500
113.02,A,precool,74,1297,68.4,2500
113.12,A,precool,74,1297,68.3,2500
113.23,A,precool,74,1297,68.4,2500
113.33,A,precool,74,1297,68.4,2500
113.43,A,precool,74,1297,68.2,2500
113.54,A,precool,74,1297,68.4,2500
113.64,A,precool,74,1297,68.3,2500
113.74,A,precool,74,1297,68.3,2500
113.85,A,precool,74,1297,68.3,2500
113.95,A,precool,74,1297,68.3,2500
114.06,A,precool,73,1297,68.4,2500
114.16,A,precool,73,1297,68.3,2500
114.26,A,precool,73,1297,68.2,2500
114.37,A,precool,73,1297,68.3,2500
114.47,A,precool,74,1297,68.3,2500
114.57,A,precool,73,1297,68.3,2500
114.67,A,precool,73,1297,68.3,2500
114.78,A,precool,74,1297,68.3,2500
114.88,A,precool,73,1297,68.3,2500
114.98,A,precool,73,1297,68.3,2500
115.09,A,precool,73,1297,68.3,2500
115.19,A,precool,73,1297,68.3,2500
115.29,A,precool,73,1297,68.2,2500
115.4,A,precool,73,1297,68.3,2500
115.5,A,precool,73,1297,68.3,2500
115.6,A,precool,73,1297,68.2,2500
115.71,A,precool,73,1297,68.2,2500
115.81,A,precool,73,1297,68.2,2500
115.92,A,precool,73,1297,68.2,2500
116.02,A,precool,73,1297,68.3,2500
116.12,A,precool,73,1297,68.1,2500
116.23,A,precool,73,1297,68.1,2500
116.33,A,precool,73,1297,68.1,2500
116.43,A,precool,73,1297,68.1,2500
116.53,A,precool,73,1297,68.1,2500
116.64,A,precool,73,1297,68.1,2500
116.74,A,precool,73,1297,68.1,2500
116.85,A,precool,73,1297,68.1,2500
116.95,A,precool,73,1297,68.2,2500
117.05,A,precool,73,1297,68.2,2500
117.15,A,precool,73,1297,68.1,2500
117.26,A,precool,73,1297,68.0,2500
117.36,A,precool,73,1297,68.0,2500
117.46,A,precool,73,1297,68.1,2500
117.57,A,precool,73,1297,68.1,2500
117.67,A,precool,73,1297,68.0,2500
117.77,A,precool,73,1297,68.1,2500
117.88,A,precool,73,1297,68.1,2500
117.98,A,precool,73,1297,68.1,2500
118.08,A,precool,73,1297,68.1,2500
118.19,A,precool,73,1297,68.1,2500
118.29,A,precool,73,1297,68.1,2500
118.39,A,precool,73,1297,68.0,2500
118.49,A,precool,73,1297,68.1,2500
118.6,A,precool,73,1297,68.1,2500
118.7,A,precool,73,1297,68.1,2500
118.8,A,precool,73,1297,68.1,2500
118.91,A,precool,73,1297,68.1,2500
119.01,A,precool,73,1297,68.1,2500
119.11,A,precool,73,1297,68.1,2500
119.22,A,precool,73,1297,68.1,2500
119.32,A,precool,73,1297,68.1,2500
119.42,A,precool,73,1297,68.1,2500
119.53,A,precool,73,1297,68.0,2500
119.63,A,precool,73,1297,68.0,2500
119.73,A,precool,73,1297,68.1,2500
119.84,A,precool,73,1297,68.0,2500
119.94,A,precool,73,1297,67.9,2500
120.04,A,precool,73,1297,68.0,2500
120.15,A,precool,73,1297,68.0,2500
120.25,A,precool,73,1297,68.1,2500
120.35,A,precool,73,1297,67.9,2500
